Term name,Parent Term Name,Term description,GUID,Parent GUID
underwoodia hespera,,,bec04521a2a8472c7236dd52075f6549,efe894f9-ac8e-11e3-805d-020044200006
unculabes versatilis,,,43f5b4ffb85b0a2ee29808c4937f1af1,f005f2f9-ac8e-11e3-805d-020044200006
Unculabes porrensis,,,efe89780-ac8e-11e3-805d-020044200006,e34b3deb-ac8e-11e3-805d-020044200006
Unculabes crispus,,,f005f2f9-ac8e-11e3-805d-020044200006,e34b3deb-ac8e-11e3-805d-020044200006
Unculabes columbinus,,,efe898ca-ac8e-11e3-805d-020044200006,e34b3deb-ac8e-11e3-805d-020044200006
Unculabes causeyae,,,efe89cad-ac8e-11e3-805d-020044200006,e34b3deb-ac8e-11e3-805d-020044200006
Unculabes arganoi,,,efe8ad59-ac8e-11e3-805d-020044200006,e34b3deb-ac8e-11e3-805d-020044200006
Unculabes,,,e34b3deb-ac8e-11e3-805d-020044200006,e2af4bb3-ac8e-11e3-805d-020044200006
Uncobius tolucanus,,,f3088fab-ac8e-11e3-805d-020044200006,e3c47d3c-ac8e-11e3-805d-020044200006
Uncobius llanicolens,,,f301d5f8-ac8e-11e3-805d-020044200006,e3c47d3c-ac8e-11e3-805d-020044200006
Unciger transsilvanicus,,,efe44a2e-ac8e-11e3-805d-020044200006,e34656a4-ac8e-11e3-805d-020044200006
unciger transsilvanicum,,,2f1a69d393a5982788e519caafcb4bb6,efe44a2e-ac8e-11e3-805d-020044200006
Unciger kubanus,,,efd8bac3-ac8e-11e3-805d-020044200006,e34656a4-ac8e-11e3-805d-020044200006
unciger foetidus transsilvanicus,,,1f6bdb83a55d58f94e333576e708695d,efe44a2e-ac8e-11e3-805d-020044200006
Unciger foetidus carpathicus,,,33804368-c365-11e4-869f-239583ce8323,eff4e30f-ac8e-11e3-805d-020044200006
Unciger foetidus,,,eff4e30f-ac8e-11e3-805d-020044200006,e34656a4-ac8e-11e3-805d-020044200006
Uluguria paucipora,,,efc491e5-ac8e-11e3-805d-020044200006,e34e7fe9-ac8e-11e3-805d-020044200006
Uluguria neglecta,,,f005c28c-ac8e-11e3-805d-020044200006,e34e7fe9-ac8e-11e3-805d-020044200006
Uluguria fontilecta,,,efc4946e-ac8e-11e3-805d-020044200006,e34e7fe9-ac8e-11e3-805d-020044200006
Ulodesmus zuluensis,,,efc495b9-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
Ulodesmus transvaalensis,,,efd73257-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
ulodesmus testaceus,,,099a88e6044476915d3a181f9da7ac4a,efc64bd9-ac8e-11e3-805d-020044200006
Ulodesmus spiralipes,,,efd730df-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
Ulodesmus singulus,,,efd72f8e-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
ulodesmus simplex,,,34b83b4cf5747010501837fc6cfae723,efc6362f-ac8e-11e3-805d-020044200006
Ulodesmus securifer securifer,,,337fabe2-c365-11e4-869f-239583ce8323,efd73607-ac8e-11e3-805d-020044200006
Ulodesmus securifer minor,,,337fab42-c365-11e4-869f-239583ce8323,efd73607-ac8e-11e3-805d-020044200006
Ulodesmus securifer,,,efd73607-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
Ulodesmus schubarti,,,efd734cd-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
Ulodesmus robustus,,,efd73392-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
Ulodesmus ramidens,,,efc62f54-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
Ulodesmus propinquus,,,efd73b57-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
ulodesmus pretorianus,,,fe7b3220b37020a38d5142449072536f,efc49ed3-ac8e-11e3-805d-020044200006
Ulodesmus pluridens,,,efd73a16-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
Ulodesmus petrinus,,,efc776bf-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
ulodesmus natalensis microdens,,,06b821bfec8259d8aaa561782fabf6ec,2bdb5f96-ac8f-11e3-805d-020044200006
ulodesmus natalensis,,,d503bb7b65ef9773775a0e9fb3f50cf6,2bdb60df-ac8f-11e3-805d-020044200006
Ulodesmus munroi,,,efd738d5-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
ulodesmus micramma zuluensis,,,3a6cb0b044d22904db8ccf32a2ebd37f,efc495b9-ac8e-11e3-805d-020044200006
Ulodesmus micramma natalensis,,,2bdb60df-ac8f-11e3-805d-020044200006,f005c143-ac8e-11e3-805d-020044200006
Ulodesmus micramma microdens,,,2bdb5f96-ac8f-11e3-805d-020044200006,f005c143-ac8e-11e3-805d-020044200006
Ulodesmus micramma micramma,,,338075c2-c365-11e4-869f-239583ce8323,f005c143-ac8e-11e3-805d-020044200006
ulodesmus micramma bothae,,,83ca61efb6812bf8cebb218033106357,efc4970f-ac8e-11e3-805d-020044200006
Ulodesmus micramma,,,f005c143-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
Ulodesmus margatensis,,,efd7378e-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
Ulodesmus major,,,efd73ff6-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
ulodesmus macrodontus,,,21e1bdc64ad80c2f0eaf082ecc58ebf8,efc62b6f-ac8e-11e3-805d-020044200006
Ulodesmus lawrencei,,,efd73de3-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
Ulodesmus incurvipes,,,efcb7558-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
Ulodesmus fossor,,,efc8c322-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
Ulodesmus denticulatus,,,efe25a76-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
Ulodesmus debilis,,,efd73c9d-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
Ulodesmus cultrifer,,,efd7453e-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
Ulodesmus caffrarius,,,efc4985e-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
Ulodesmus bothae,,,efc4970f-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
Ulodesmus bispinosus,,,efd7468e-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
ulodesmus biconus ramidens,,,faf079ab1b2dee11aadfb330d5f6101d,efd747dd-ac8e-11e3-805d-020044200006
Ulodesmus biconus ramidans,,,337fad54-c365-11e4-869f-239583ce8323,efd747dd-ac8e-11e3-805d-020044200006
Ulodesmus biconus,,,efd747dd-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
Ulodesmus anodontus,,,efc499a6-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
Ulodesmus anodontis,,,efd74e4c-ac8e-11e3-805d-020044200006,e343d601-ac8e-11e3-805d-020044200006
Uenoiulus notabilis,,,f005f6e0-ac8e-11e3-805d-020044200006,e3549304-ac8e-11e3-805d-020044200006
Uenoiulus,,,e3549304-ac8e-11e3-805d-020044200006,e2bacd4a-ac8e-11e3-805d-020044200006
Udodesmus telluster,,,f005e92a-ac8e-11e3-805d-020044200006,e34ffa7b-ac8e-11e3-805d-020044200006
Udodesmus tekeanus,,,efd36058-ac8e-11e3-805d-020044200006,e34ffa7b-ac8e-11e3-805d-020044200006
Udodesmus guineae,,,efd3619e-ac8e-11e3-805d-020044200006,e34ffa7b-ac8e-11e3-805d-020044200006
Udeonychophora,,,0bdbbacf-254b-4bc1-a42f-c8ccb8981870,e2c017fe-ac8e-11e3-805d-020044200006
Uberlandiodesmus guimarai,,,f005fc9b-ac8e-11e3-805d-020044200006,e354a01b-ac8e-11e3-805d-020044200006
Uberlandiodesmus,,,e354a01b-ac8e-11e3-805d-020044200006,e2bab679-ac8e-11e3-805d-020044200006
Tzitzikamina lawrencei,,,f005fdc8-ac8e-11e3-805d-020044200006,e354a163-ac8e-11e3-805d-020044200006
typophallus evidens,,,0be58ba74d30ffffc6bba6d7dcddcab0,f013389a-ac8e-11e3-805d-020044200006
Typhloxenus modestus,,,efe44b7b-ac8e-11e3-805d-020044200006,e351c514-ac8e-11e3-805d-020044200006
Typhloxenus mirificus,,,f005f593-ac8e-11e3-805d-020044200006,e351c514-ac8e-11e3-805d-020044200006
Typhlopygmaeosoma hazeltonae,,,f006134c-ac8e-11e3-805d-020044200006,e354a599-ac8e-11e3-805d-020044200006
Typhlopygmaeosoma,,,e354a599-ac8e-11e3-805d-020044200006,e2af5e3f-ac8e-11e3-805d-020044200006
Typhlopsychrosoma fadriquei,,,832ceea81da6d7d18380668b58f817c9,5735a518-3703-42ab-99e9-6a444bbf0adb
Typhlopsychrosoma breuili,,,f3131c1b-84b0-492e-88aa-7267f1ea331d,bab3701d-7524-4595-8e97-b7de335ddbbb
Typhlopsychrosoma baeticaense,,,8ef64687-7f9e-4661-9aee-244738137029,dcdb001f-2b6b-4199-b2fc-468e3d1bdfef
Typhloperipatus williamsoni,,,05c6b4bb-ac8f-11e3-805d-020044200006,e562d0c7-ac8e-11e3-805d-020044200006
typhlopachyiulus turcicus,,,aa3eec2c7abbe191d4ee01c99201d1b6,efe58a4e-ac8e-11e3-805d-020044200006
Typhlonannolene adaptus,,,f01b1ede-ac8e-11e3-805d-020044200006,e3587ef6-ac8e-11e3-805d-020044200006
Typhlonannolene,,,e3587ef6-ac8e-11e3-805d-020044200006,58235a56-fd24-4c94-a0ea-76dec2c4ff74
typhloiulus vulnerarius,,,980d088640a10ca77714447e0e579946,efef1d6c-ac8e-11e3-805d-020044200006
Typhloiulus Typhloiulus strictus,,,e4b9cfdb-415d-417d-9d7e-de11e2540a58,efe8abb6-ac8e-11e3-805d-020044200006
typhloiulus trnowensis,,,1ae96face56b955309df22b174d01214,efe22f28-ac8e-11e3-805d-020044200006
Typhloiulus tobias pygmaeus,,,337fdcc0-c365-11e4-869f-239583ce8323,efe44cc8-ac8e-11e3-805d-020044200006
Typhloiulus tobias fuscus,,,337fdd6a-c365-11e4-869f-239583ce8323,efe44cc8-ac8e-11e3-805d-020044200006
Typhloiulus strictus infossus,,,338009d4-c365-11e4-869f-239583ce8323,efe8abb6-ac8e-11e3-805d-020044200006
typhloiulus strictus inferus,,,311a68050e19163a8854a76de95482c5,eff74ff1-ac8e-11e3-805d-020044200006
Typhloiulus strictus inferus,,,3380092a-c365-11e4-869f-239583ce8323,efe8abb6-ac8e-11e3-805d-020044200006
Typhloiulus strictus,,,efe8abb6-ac8e-11e3-805d-020044200006,e3461399-ac8e-11e3-805d-020044200006
typhloiulus serbani,,,d9481a5707c502b2034420156231c80c,f007c325-ac8e-11e3-805d-020044200006
typhloiulus roettgeni,,,ef0b69835fbf07b3d5cce66fdd7f926e,efe466d2-ac8e-11e3-805d-020044200006
Typhloiulus polypodus,,,67e50a6f-accc-4212-87cf-49aa59142673,e3461399-ac8e-11e3-805d-020044200006
Typhloiulus montellensis rotundatus,,,337fdeaa-c365-11e4-869f-239583ce8323,efe44fb5-ac8e-11e3-805d-020044200006
Typhloiulus montellensis montellensis,,,2bd92788-ac8f-11e3-805d-020044200006,efe44fb5-ac8e-11e3-805d-020044200006
typhloiulus montebellensis,,,f9423e476e63809439c4e0e04e689d37,2bd92788-ac8f-11e3-805d-020044200006
typhloiulus mirus,,,bb431d8150683afaa6e1430884175f8d,f00684db-ac8e-11e3-805d-020044200006
typhloiulus minimus,,,ff3347bd85a835418c515347965049a9,efe462e4-ac8e-11e3-805d-020044200006
typhloiulus insularus,,,3023d96c12ede3ab4e1073077b966761,efe8c30c-ac8e-11e3-805d-020044200006
typhloiulus dolinensis,,,d51a195430b071868bf18c97132077fb,efed7419-ac8e-11e3-805d-020044200006
typhloiulus coeruleoalbus,,,8c38c0a72a72568346314096caafba2c,efed726c-ac8e-11e3-805d-020044200006
typhloiulus boldorii,,,ed1d08a6409127511af6af4754315ef8,efe466d2-ac8e-11e3-805d-020044200006
typhloiulus bericus,,,76a0f2789cba9729fb20202e3022cf30,efe466d2-ac8e-11e3-805d-020044200006
Typhloiulus ausugi gentianae,,,337fe08a-c365-11e4-869f-239583ce8323,efe457cf-ac8e-11e3-805d-020044200006
Typhloiulus ausugi fimbriatus,,,337fdfea-c365-11e4-869f-239583ce8323,efe457cf-ac8e-11e3-805d-020044200006
Typhloiulus ausugi ausugi,,,337fe12a-c365-11e4-869f-239583ce8323,efe457cf-ac8e-11e3-805d-020044200006
Typhloglomeris varunae,,,efc5e786-ac8e-11e3-805d-020044200006,e3474b59-ac8e-11e3-805d-020044200006
Typhloglomeris seuti,,,efc5e4b6-ac8e-11e3-805d-020044200006,e3474b59-ac8e-11e3-805d-020044200006
typhloglomeris serrata,,,493065bb38a2fbf60814e776ee5f8503,f0060b77-ac8e-11e3-805d-020044200006
Typhloglomeris semitica,,,efe45910-ac8e-11e3-805d-020044200006,e3474b59-ac8e-11e3-805d-020044200006
Typhloglomeris martensi,,,efe45a53-ac8e-11e3-805d-020044200006,e3474b59-ac8e-11e3-805d-020044200006
Typhloglomeris lohmanderi,,,efe45b97-ac8e-11e3-805d-020044200006,e3474b59-ac8e-11e3-805d-020044200006
typhloglomeris ljubetensis,,,5171b750e6a81b7192acf5c5686db3fd,eff32241-ac8e-11e3-805d-020044200006
Typhloglomeris kosswigi,,,efe45cdc-ac8e-11e3-805d-020044200006,e3474b59-ac8e-11e3-805d-020044200006
typhloglomeris fiumerana,,,c0d81e68135db970d18f481e211f5016,efe8d106-ac8e-11e3-805d-020044200006
Typhloglomeris fiumarana,,,efe8d106-ac8e-11e3-805d-020044200006,e3474b59-ac8e-11e3-805d-020044200006
Typhloglomeris contrasta,,,efe45efa-ac8e-11e3-805d-020044200006,e3474b59-ac8e-11e3-805d-020044200006
Typhloglomeris coeca,,,f0060b77-ac8e-11e3-805d-020044200006,e3474b59-ac8e-11e3-805d-020044200006
Typhloglomeris caucasica,,,efe7b6c3-ac8e-11e3-805d-020044200006,e3474b59-ac8e-11e3-805d-020044200006
Typhloglomeris asiaeminoris,,,efe4604c-ac8e-11e3-805d-020044200006,e3474b59-ac8e-11e3-805d-020044200006
Typhloglomeris alba,,,efe46198-ac8e-11e3-805d-020044200006,e3474b59-ac8e-11e3-805d-020044200006
Typhloglomeris,,,e3474b59-ac8e-11e3-805d-020044200006,e2bad699-ac8e-11e3-805d-020044200006
Typhlobolellus whiteheadi,,,f00634b1-ac8e-11e3-805d-020044200006,e35219c0-ac8e-11e3-805d-020044200006
Typhlobolellus fortinus,,,efe8cd45-ac8e-11e3-805d-020044200006,e35219c0-ac8e-11e3-805d-020044200006
Typhlobolellus,,,e35219c0-ac8e-11e3-805d-020044200006,e2af1270-ac8e-11e3-805d-020044200006
typhloblaniulus virei,,,dbbea7e3aa23d6446d3c20c248176752,efc1852b-ac8e-11e3-805d-020044200006
typhloblaniulus troglodites eulophus,,,737883923b8a479314f9e44802c7d13d,f0115597-ac8e-11e3-805d-020044200006
typhloblaniulus troglodites,,,d81560f4a47616af69bfc99d7ff6c53c,efd9c31f-ac8e-11e3-805d-020044200006
typhloblaniulus troglobius troglobius,,,b0fb69ca2e10781bb204dccdb0be8635,efd9c1c6-ac8e-11e3-805d-020044200006
typhloblaniulus troglobius,,,9716861dfcfa959526daaaaf7f74f46d,efd9c1c6-ac8e-11e3-805d-020044200006
typhloblaniulus monoecensis,,,d1911d6be6ad38942353304340623f42,2bd95cc0-ac8f-11e3-805d-020044200006
typhloblaniulus mayeti,,,e38c566f8ae6365ed041c0d8ac273302,efc187e9-ac8e-11e3-805d-020044200006
typhloblaniulus lorifer,,,dff7740ff104e7d2041c4e7a5747be2c,efd9c5b9-ac8e-11e3-805d-020044200006
typhloblaniulus guttulatus,,,4e4f675249fae8d4dc60b4b20950732c,f0046b27-ac8e-11e3-805d-020044200006
typhloblaniulus eulophus,,,94329fcd29606ddf3d6204b44068d576,f0115597-ac8e-11e3-805d-020044200006
Typhlobius kebus,,,f2fdd61d-ac8e-11e3-805d-020044200006,e3c40acc-ac8e-11e3-805d-020044200006
Typhlobius caecus,,,02cac503-ac8f-11e3-805d-020044200006,e3c40acc-ac8e-11e3-805d-020044200006
tynopus dux,,,37947af3d2f5e62d1a48f8f1b1f5fd7a,efe8fccc-ac8e-11e3-805d-020044200006
tynomma sedecimum,,,6e11699a5bc516eb1496977e8717a524,f015b7b5-ac8e-11e3-805d-020044200006
Tynomma schlingeri,,,f015b1e7-ac8e-11e3-805d-020044200006,e34ccfb3-ac8e-11e3-805d-020044200006
Tynomma mutans,,,f015b7b5-ac8e-11e3-805d-020044200006,e34ccfb3-ac8e-11e3-805d-020044200006
tynomma messicanum,,,6f755631e7ee40317816629953a681db,f015dce2-ac8e-11e3-805d-020044200006
Tynomma magnum,,,f015b8f1-ac8e-11e3-805d-020044200006,e34ccfb3-ac8e-11e3-805d-020044200006
tynomma gardneri,,,6c2cfa9623257790b7bac363bfd5b7eb,f015b1e7-ac8e-11e3-805d-020044200006
tynomma consanguineum,,,3c558df8bd60b457461fc218c49503b9,f015b7b5-ac8e-11e3-805d-020044200006
tynomma consangineum,,,9b08a408b996c406219d4a2fc1d8ac6f,f015b7b5-ac8e-11e3-805d-020044200006
Tynomma,,,e34ccfb3-ac8e-11e3-805d-020044200006,e2cdc1ad-ac8e-11e3-805d-020044200006
Tymbodesmus vidua,,,efe25934-ac8e-11e3-805d-020044200006,e34e8174-ac8e-11e3-805d-020044200006
Tymbodesmus vibekeae,,,efc7756e-ac8e-11e3-805d-020044200006,e34e8174-ac8e-11e3-805d-020044200006
Tymbodesmus orestes,,,efc77bf4-ac8e-11e3-805d-020044200006,e34e8174-ac8e-11e3-805d-020044200006
Tymbodesmus insignatus,,,efcc545b-ac8e-11e3-805d-020044200006,e34e8174-ac8e-11e3-805d-020044200006
Tymbodesmus figlinus,,,f0063375-ac8e-11e3-805d-020044200006,e34e8174-ac8e-11e3-805d-020044200006
Tymbodesmus falcatus,,,efc49aef-ac8e-11e3-805d-020044200006,e34e8174-ac8e-11e3-805d-020044200006
Tymbodesmus barryi,,,efc49c65-ac8e-11e3-805d-020044200006,e34e8174-ac8e-11e3-805d-020044200006
Tylopus uncinatus,,,d6d92f65-9b47-47a0-887e-a6db61d9508a,e350661d-ac8e-11e3-805d-020044200006
Tylopus topali,,,efe0b503-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus tamdaoensis,,,efe0b7ab-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus subcoriaceus,,,efd4c65f-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus strongylosomoides,,,efe0b8f5-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus sinensis,,,efe0b660-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus similirugosus,,,efd4c79f-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus sigma,,,efe0bcde-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus semirugosus,,,efd4ca2c-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus rugosus,,,efd4cb73-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus pulvinipes,,,efd4ccb8-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus prosperus,,,efd4cec9-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus procurvus,,,efe0bb8d-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus poolpermorum,,,efd4d017-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus perplexus,,,efd4d402-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus perarmatus,,,efd4d54f-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus pallidus,,,efd4d2b3-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus nodulipes,,,efe0ba42-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus nguyeni,,,e01537d8-836c-465f-a7bb-9f04baa6b2a7,e350661d-ac8e-11e3-805d-020044200006
Tylopus mutilatus,,,efe0c15b-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus magicus,,,efe0bfd2-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus maculatus,,,efe0be2e-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus kabaki,,,68314304-e224-4203-a7e4-2bacb6930e13,e350661d-ac8e-11e3-805d-020044200006
Tylopus jeekeli,,,efd4d164-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus hoffmani,,,efd4d6a3-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus hilaroides,,,efe0c665-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus hilaris,,,efe0c4e4-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus haplorugosus,,,efd4d844-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus granulatus,,,efe0c358-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus degerboelae,,,efd4d99a-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus crassipes,,,efe0cb6f-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus coriaceus,,,efd4e7c0-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus baenzigeri,,,efd4dd8b-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus asper,,,efd4dbc2-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus amicus,,,efd4e90b-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus allorugosus,,,efd4ea55-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus affinis,,,efd4eba2-ac8e-11e3-805d-020044200006,e350661d-ac8e-11e3-805d-020044200006
Tylopus,,,e350661d-ac8e-11e3-805d-020044200006,2abf82ad-b1cd-49f2-b000-24298811622f
Tylonyx tampae,,,f512a15b-ac8e-11e3-805d-020044200006,e40b22c3-ac8e-11e3-805d-020044200006
Tylogonium nivifidele,,,f0064784-ac8e-11e3-805d-020044200006,e354a815-ac8e-11e3-805d-020044200006
Tylogonium hoelzeli,,,f016d30f-ac8e-11e3-805d-020044200006,e354a815-ac8e-11e3-805d-020044200006
Tylogonium,,,e354a815-ac8e-11e3-805d-020044200006,e2cc8343-ac8e-11e3-805d-020044200006
Tylogoneus rainesi,,,f0157e81-ac8e-11e3-805d-020044200006,e3580d70-ac8e-11e3-805d-020044200006
Tylogoneus oyamel,,,12b7894e-ac8f-11e3-805d-020044200006,e3580d70-ac8e-11e3-805d-020044200006
Tylogoneus minus,,,12b7880a-ac8f-11e3-805d-020044200006,e3580d70-ac8e-11e3-805d-020044200006
Tylogoneus delnegro,,,12b78634-ac8f-11e3-805d-020044200006,e3580d70-ac8e-11e3-805d-020044200006
Tylogoneus,,,e3580d70-ac8e-11e3-805d-020044200006,e2af5e3f-ac8e-11e3-805d-020044200006
Tylodesmus viabilis,,,efc72627-ac8e-11e3-805d-020044200006,e34dac23-ac8e-11e3-805d-020044200006
Tylodesmus studeri spectandum,,,337fac78-c365-11e4-869f-239583ce8323,efd76c17-ac8e-11e3-805d-020044200006
Tylodesmus studeri nimbanus,,,337fae9e-c365-11e4-869f-239583ce8323,efd76c17-ac8e-11e3-805d-020044200006
Tylodesmus studeri ivoiriensis,,,337fadf4-c365-11e4-869f-239583ce8323,efd76c17-ac8e-11e3-805d-020044200006
Tylodesmus studeri alticola,,,337faf3e-c365-11e4-869f-239583ce8323,efd76c17-ac8e-11e3-805d-020044200006
Tylodesmus studeri,,,efd76c17-ac8e-11e3-805d-020044200006,e34dac23-ac8e-11e3-805d-020044200006
Tylodesmus liberiensis falciformis,,,337f8194-c365-11e4-869f-239583ce8323,efc4810a-ac8e-11e3-805d-020044200006
Tylodesmus liberiensis calathus,,,2bd7d6e0-ac8f-11e3-805d-020044200006,efc4810a-ac8e-11e3-805d-020044200006
Tylodesmus liberiensis,,,efc4810a-ac8e-11e3-805d-020044200006,e34dac23-ac8e-11e3-805d-020044200006
Tylodesmus crassipes,,,f0063e21-ac8e-11e3-805d-020044200006,e34dac23-ac8e-11e3-805d-020044200006
Tylodesmus amoebus,,,efe257f2-ac8e-11e3-805d-020044200006,e34dac23-ac8e-11e3-805d-020044200006
Tylodesmus albus,,,efc724e5-ac8e-11e3-805d-020044200006,e34dac23-ac8e-11e3-805d-020044200006
Tylodesmus,,,e34dac23-ac8e-11e3-805d-020044200006,e2bab679-ac8e-11e3-805d-020044200006
Tylobolus viduus,,,efe8d247-ac8e-11e3-805d-020044200006,e34751ea-ac8e-11e3-805d-020044200006
Tylobolus utahensis,,,efe8d389-ac8e-11e3-805d-020044200006,e34751ea-ac8e-11e3-805d-020044200006
Tylobolus uncigerus,,,efe8d4d0-ac8e-11e3-805d-020044200006,e34751ea-ac8e-11e3-805d-020044200006
tylobolus stebbinsi,,,4549a7f99337fa4bd615ea8084514a88,efe8dee6-ac8e-11e3-805d-020044200006
Tylobolus simulatus,,,efc3592e-ac8e-11e3-805d-020044200006,e34751ea-ac8e-11e3-805d-020044200006
Tylobolus monachus,,,efe8d66b-ac8e-11e3-805d-020044200006,e34751ea-ac8e-11e3-805d-020044200006
Tylobolus loomisi,,,efe8d812-ac8e-11e3-805d-020044200006,e34751ea-ac8e-11e3-805d-020044200006
tylobolus hebes,,,ac6dfcea1a9c0719b9f91b4277883b39,efede1fc-ac8e-11e3-805d-020044200006
tylobolus friantus,,,163a0037e73d83c2493e80f4e076cea4,efe8dd99-ac8e-11e3-805d-020044200006
Tylobolus fredricksoni,,,efe8d9ae-ac8e-11e3-805d-020044200006,e34751ea-ac8e-11e3-805d-020044200006
tylobolus ergus,,,bc2dd46045f5bc1452d6ef2726ab49c0,efe8d812-ac8e-11e3-805d-020044200006
tylobolus ergus,,,dc9dbb5299d8e8bacb4207c16be96e7b,f0119d3e-ac8e-11e3-805d-020044200006
Tylobolus discipulus,,,efe8e035-ac8e-11e3-805d-020044200006,e34751ea-ac8e-11e3-805d-020044200006
Tylobolus deses magnificus,,,3380766c-c365-11e4-869f-239583ce8323,f0063c35-ac8e-11e3-805d-020044200006
Tylobolus deses deses,,,338074f0-c365-11e4-869f-239583ce8323,f0063c35-ac8e-11e3-805d-020044200006
Tylobolus deses,,,f0063c35-ac8e-11e3-805d-020044200006,e34751ea-ac8e-11e3-805d-020044200006
Tylobolus claremontus,,,efe8dee6-ac8e-11e3-805d-020044200006,e34751ea-ac8e-11e3-805d-020044200006
Tylobolus castaneus,,,efe8dd99-ac8e-11e3-805d-020044200006,e34751ea-ac8e-11e3-805d-020044200006
